id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
ccsbBroad304_10012	OE	ZNF546	Zinc fingers, C2H2-type, zinc finger protein 546			11.11, 11.11	1.09, 0.16	98.68	-23.89	-98.25	NaN	74.76	-57.48	52.00	-46.15	46.22	39.12
ccsbBroad304_09648	OE	ZNF548	Zinc fingers, C2H2-type, zinc finger protein 548			0.00, 0.00	0.89, 0.25	-52.03	67.91	-96.71	-78.22	-31.57	-25.35	-47.55	38.96	-42.02	-13.67
ccsbBroad304_05008	OE	ZNF558	Zinc fingers, C2H2-type, zinc finger protein 558			10.00, 10.00	0.84, 0.20	26.38	45.48	-11.17	-98.51	-31.41	53.61	99.84	62.72	-99.92	14.39
ccsbBroad304_03461	OE	ZNF562	Zinc fingers, C2H2-type, zinc finger protein 562			0.00, 0.00	1.25, 0.36	84.43	-37.61	-25.17	-26.62	62.41	-69.25	45.25	-76.71	-78.12	-44.11
ccsbBroad304_09497	OE	ZNF57	Zinc fingers, C2H2-type, zinc finger protein 57			0.00, 0.00	1.10, 0.31	-25.15	-39.76	-97.77	92.68	-83.87	-33.33	-95.35	31.60	36.81	-47.64
ccsbBroad304_08313	OE	ZNF581	Zinc fingers, C2H2-type, zinc finger protein 581			10.00, 10.00	0.99, 0.33	-51.55	99.41	63.26	-56.50	-93.38	31.22	-47.43	36.99	30.72	-9.62
ccsbBroad304_04990	OE	ZNF597	Zinc fingers, C2H2-type, zinc finger protein 597			0.00, 0.00	1.15, 0.36	-55.66	-48.19	-93.16	28.93	89.03	-96.96	24.02	-86.24	58.73	-70.25
ccsbBroad304_09746	OE	ZNF610	Zinc fingers, C2H2-type, zinc finger protein 610			0.00, 0.00	2.47, 0.75	-42.72	77.19	37.43	-83.89	57.75	-39.27	-83.87	33.76	-97.36	-71.52
ccsbBroad304_05180	OE	ZNF626	Zinc fingers, C2H2-type, zinc finger protein 626			40.00, 30.00	1.14, 0.38	77.19	52.68	70.62	40.11	86.70	99.41	98.42	99.95	83.38	97.05
ccsbBroad304_04690	OE	ZNF653	Zinc fingers, C2H2-type, zinc finger protein 653			0.00, 0.00	1.16, 0.23	-26.64	42.22	-77.42	NaN	-60.57	-98.39	53.72	-98.20	63.80	-59.13
ccsbBroad304_03615	OE	ZNF673	zinc finger family member 673			0.00, 0.00	0.99, 0.27	-81.00	67.97	53.62	35.76	-98.78	-26.31	-41.26	-31.89	-80.42	-38.76
ccsbBroad304_10484	OE	ZNF707	Zinc fingers, C2H2-type, zinc finger protein 707			0.00, 0.00	1.07, 0.35	-26.59	-89.82	-95.84	53.06	91.41	-69.04	79.60	50.44	50.04	-33.97
ccsbBroad304_07158	OE	ZNF74	Zinc fingers, C2H2-type, zinc finger protein 74			0.00, 0.00	1.86, 0.50	-99.89	-57.38	-39.40	NaN	-32.07	34.24	-80.90	-31.82	80.64	-44.10
ccsbBroad304_04001	OE	ZNF747	Zinc fingers, C2H2-type, zinc finger protein 747			0.00, 0.00	1.06, 0.35	-59.08	-49.51	26.46	63.50	-93.24	-47.71	-96.53	-55.79	89.36	-25.54
ccsbBroad304_03861	OE	ZNF77	Zinc fingers, C2H2-type, zinc finger protein 77			22.22, 22.22	0.97, 0.28	57.88	80.24	99.82	NaN	-92.85	99.73	-52.26	-39.40	-67.94	42.21
ccsbBroad304_04991	OE	ZNF785	Zinc fingers, C2H2-type, zinc finger protein 785			10.00, 10.00	0.97, 0.31	69.29	42.26	68.64	-99.12	-89.43	41.78	-49.20	-51.44	99.10	30.04
ccsbBroad304_10094	OE	ZNF790	Zinc fingers, C2H2-type, zinc finger protein 790			11.11, 11.11	0.88, 0.28	-98.12	-82.72	-34.30	NaN	99.87	-42.07	16.60	-38.16	-62.48	-21.47
ccsbBroad304_07147	OE	ZNF8	Zinc fingers, C2H2-type, zinc finger protein 8			30.00, 30.00	0.99, 0.39	-35.57	-59.72	97.64	-22.38	99.42	-35.72	99.98	-37.02	-46.72	-10.62
ccsbBroad304_10216	OE	ZPBP2	Immunoglobulin superfamily / Immunoglobulin-like domain containing, zona pellucida binding protein 2			10.00, 10.00	1.32, 0.40	-80.30	72.06	42.22	-95.55	-96.15	-46.90	-99.31	76.25	99.37	-86.86
ccsbBroad304_02108	OE	AURKB	Aurora kinase, aurora kinase B			0.00, 0.00	1.03, 0.30	79.69	11.26	-99.60	-71.52	-22.76	-32.08	19.43	-27.97	-98.45	-30.66
ccsbBroad304_02875	OE	BRP44	brain protein 44			0.00, 0.00	0.98, 0.26	17.81	-23.01	-92.89	-58.65	-89.71	-64.85	-32.96	-39.35	90.94	-34.92
ccsbBroad304_03910	OE	CCDC90A	coiled-coil domain containing 90A			10.00, 10.00	1.17, 0.33	-70.60	47.48	-93.52	98.77	33.11	-38.46	32.36	-75.58	-96.37	-88.39
ccsbBroad304_00520	OE	ETV1	ETS Transcription Factors, ets variant 1			0.00, 0.00	1.35, 0.35	-35.31	74.45	93.51	-27.24	-30.80	-99.59	-30.64	-92.26	-46.17	-22.38
ccsbBroad304_00763	OE	HNF4A	Hepatocyte nuclear factor-4 receptors, hepatocyte nuclear factor 4, alpha			0.00, 0.00	4.83, 1.56	-99.97	44.77	-99.91	-99.80	-53.42	-99.65	85.99	-99.86	76.33	-99.91
ccsbBroad304_01144	OE	PAK1	PAKA subfamily, p21 protein (Cdc42/Rac)-activated kinase 1			10.00, 10.00	0.63, 0.18	-53.23	57.07	65.28	-32.27	98.15	87.77	82.98	66.14	-70.03	69.04
ccsbBroad304_01371	OE	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)			0.00, 0.00	0.70, 0.20	80.61	32.33	-49.19	42.28	37.25	36.38	-55.37	75.47	-89.06	13.61
ccsbBroad304_07981	OE	SENP6	Ulp1 endopeptidase, SUMO1/sentrin specific peptidase 6			10.00, 10.00	0.44, 0.08	82.07	99.25	-79.03	-97.97	-80.63	71.31	72.87	-76.32	-91.59	-83.47
ccsbBroad304_07709	OE	AFG3L2	ATPases / AAA-type, AFG3 ATPase family gene 3-like 2 (S. cerevisiae)			20.00, 10.00	1.06, 0.34	58.44	26.33	28.25	97.11	-35.10	-47.81	-41.24	99.61	-65.75	16.20
ccsbBroad304_05832	OE	AIRE	Zinc fingers, PHD-type, autoimmune regulator			0.00, 0.00	1.51, 0.51	58.87	-51.37	-78.75	77.59	64.75	62.44	27.63	65.44	-47.72	48.06
ccsbBroad304_02310	OE	ARPC4	Actin related protein 2/3 complex subunits, actin related protein 2/3 complex, subunit 4, 20kDa			0.00, 0.00	1.41, 0.32	-99.98	-27.66	75.22	-83.05	-48.23	-77.70	94.87	68.54	-56.35	-62.59
ccsbBroad304_00115	OE	ASPH	aspartate beta-hydroxylase			0.00, 0.00	1.05, 0.30	-51.32	-97.00	-32.37	-46.53	-35.31	-72.86	-47.25	-35.86	33.16	-47.86
ccsbBroad304_03512	OE	ATG16L1	WD repeat domain containing, ATG16 autophagy related 16-like 1 (S. cerevisiae)			0.00, 0.00	1.53, 0.43	-24.54	34.07	51.96	-73.20	80.27	-76.75	-43.48	-65.84	-29.11	-34.97
ccsbBroad304_05868	OE	ATP5C1	ATPases / F-type, ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1			0.00, 0.00	1.08, 0.25	-95.26	43.44	-27.78	54.92	85.77	-37.50	77.05	-34.87	-84.66	36.64
ccsbBroad304_02048	OE	BCL10	B-cell CLL/lymphoma 10		NFKB Activation GOF	0.00, 0.00	6.08, 2.06	-24.72	-99.62	-58.02	-87.35	-99.74	-98.05	-98.96	-96.02	-99.97	-99.58
ccsbBroad304_11251	OE	BRD3	Bromodomain kinase (BRDK) family, bromodomain containing 3			30.00, 20.00	1.18, 0.28	45.05	99.25	-88.97	-48.00	43.05	-98.00	92.69	93.96	99.97	96.67
ccsbBroad304_11738	OE	BRD4	Bromodomain kinase (BRDK) family, bromodomain containing 4			0.00, 0.00	1.09, 0.33	-21.64	26.75	40.70	53.74	38.90	27.80	76.69	-97.16	88.66	9.40
ccsbBroad304_00184	OE	C2	Complement system, complement component 2			10.00, 10.00	1.11, 0.30	-29.65	-37.19	65.96	-68.06	44.90	80.69	98.27	-52.14	-30.12	30.22
ccsbBroad304_03372	OE	CAB39	calcium binding protein 39			0.00, 0.00	1.40, 0.27	77.95	63.13	-71.88	-99.98	-99.02	63.89	35.56	-41.36	48.90	-74.45
ccsbBroad304_04360	OE	CAPNS2	EF-hand domain containing, calpain, small subunit 2			10.00, 0.00	1.26, 0.34	60.07	91.59	96.56	-25.84	39.67	71.67	-77.38	-86.68	71.35	80.20
ccsbBroad304_02801	OE	CASP14	Caspases, caspase 14, apoptosis-related cysteine peptidase			0.00, 0.00	1.66, 0.41	-54.29	86.80	34.36	73.16	75.13	40.34	-42.55	-28.38	-31.86	48.46
ccsbBroad304_06649	OE	CNOT4	RNA binding motif (RRM) containing, CCR4-NOT transcription complex, subunit 4			20.00, 10.00	1.38, 0.45	-28.88	54.16	36.78	61.40	-27.64	96.31	-39.08	97.53	30.07	27.92
ccsbBroad304_07861	OE	COBL	cordon-bleu homolog (mouse)			0.00, 0.00	1.03, 0.33	-51.05	-21.94	-11.39	-64.66	71.09	-69.61	40.84	50.08	40.28	2.04
ccsbBroad304_00356	OE	CPD	Carboxypeptidase A, carboxypeptidase D			0.00, 0.00	1.28, 0.32	49.05	-38.44	-42.89	88.42	70.35	-40.01	-40.94	-63.42	33.65	17.00
ccsbBroad304_06041	OE	CRYAA	Heat shock proteins / HSPB, crystallin, alpha A			0.00, 0.00	0.76, 0.25	26.93	50.08	32.69	-93.48	-88.46	75.50	46.90	-30.61	23.42	10.72
ccsbBroad304_00376	OE	CSK	Csk family, c-src tyrosine kinase			10.00, 10.00	1.42, 0.39	-98.98	23.06	-36.74	-96.54	-28.29	-87.06	-64.26	-55.83	98.84	-75.80
ccsbBroad304_00378	OE	CSNK1D	Casein kinase 1 (CK1) family, casein kinase 1, delta			0.00, 0.00	1.38, 0.24	-21.45	-73.01	-99.46	-94.07	92.91	-60.50	-83.26	-93.28	60.34	-87.76
ccsbBroad304_06085	OE	DCK	deoxycytidine kinase			0.00, 0.00	0.92, 0.38	-99.93	27.77	-95.67	-77.43	-56.11	58.60	91.19	-90.17	90.66	-79.57
ccsbBroad304_07252	OE	DGKZ	diacylglycerol kinase, zeta			10.00, 10.00	1.32, 0.30	88.60	99.96	-13.13	56.31	-32.24	-93.65	-87.84	88.71	57.96	56.80
ccsbBroad304_00446	OE	DKC1	dyskeratosis congenita 1, dyskerin			10.00, 10.00	1.10, 0.33	99.95	35.61	49.72	89.17	36.17	-55.73	-38.64	42.19	61.30	20.32
ccsbBroad304_06120	OE	DRD1	Dopamine receptors, dopamine receptor D1			0.00, 0.00	1.43, 0.36	-70.96	-89.66	-31.02	94.57	33.11	-19.69	-71.82	-23.97	31.28	-13.84
ccsbBroad304_01929	OE	DYRK2	Dyrk2 subfamily, dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2			0.00, 0.00	1.11, 0.30	-38.95	24.46	-81.60	-58.83	24.95	31.57	69.33	36.67	-97.28	-10.86
ccsbBroad304_06138	OE	EDNRB	Endothelin receptors, endothelin receptor type B			0.00, 0.00	0.68, 0.14	-22.85	-29.88	52.10	-31.94	-76.01	64.95	64.14	-86.72	-40.54	-1.71
ccsbBroad304_00486	OE	EFNB2	Ephrins, ephrin-B2			0.00, 0.00	1.11, 0.28	48.33	-35.74	-24.58	-34.95	-44.92	-27.74	48.21	-72.92	30.85	-6.11
ccsbBroad304_06144	OE	EFNB3	Ephrins, ephrin-B3			0.00, 0.00	1.05, 0.23	88.96	46.67	-91.66	-94.53	29.03	-33.55	-44.00	60.21	43.10	8.56
ccsbBroad304_08023	OE	EIF2C1	eukaryotic translation initiation factor 2C, 1			0.00, 0.00	1.38, 0.44	-38.28	-99.69	-41.13	-67.15	61.45	-50.27	-58.96	-32.21	-46.79	-45.73
ccsbBroad304_06149	OE	EIF4B	RNA binding motif (RRM) containing, eukaryotic translation initiation factor 4B			0.00, 0.00	1.19, 0.35	-90.21	-25.29	42.91	52.65	80.70	64.49	-42.55	-30.04	83.99	52.56
ccsbBroad304_03378	OE	ERAP1	Aminopeptidase N, endoplasmic reticulum aminopeptidase 1			10.00, 10.00	0.98, 0.26	19.10	-52.96	17.64	-82.60	-70.75	26.49	98.84	88.18	33.52	15.04
ccsbBroad304_07843	OE	FCHO1	FCH domain only 1			0.00, 0.00	1.01, 0.30	82.68	-49.27	-43.72	8.31	-62.57	-38.58	-99.94	-97.32	76.24	-19.86
ccsbBroad304_06320	OE	FFAR1	Fatty acid receptors, free fatty acid receptor 1			0.00, 0.00	0.98, 0.28	-25.81	87.91	-21.61	45.98	88.66	43.96	83.97	-56.00	-70.24	40.01
ccsbBroad304_00580	OE	FLT1	Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family, fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)		Targets of VEGFR inhibitors GOF	10.00, 10.00	1.10, 0.26	-57.06	-52.60	-33.25	-34.13	59.73	92.96	99.09	80.28	-91.51	85.71
ccsbBroad304_00587	OE	FOSL2	basic leucine zipper proteins, FOS-like antigen 2		FOS transcription factor family GOF	0.00, 0.00	1.38, 0.38	-97.33	-97.31	-37.61	-33.47	-33.02	65.50	-95.33	46.49	79.53	-72.22
ccsbBroad304_00577	OE	FOXO3	Forkhead boxes, forkhead box O3			0.00, 0.00	1.06, 0.31	70.70	-31.78	-98.50	49.90	-46.73	-99.91	-99.22	-78.72	-90.11	-98.83
ccsbBroad304_06234	OE	G6PC	glucose-6-phosphatase, catalytic subunit			0.00, 0.00	1.11, 0.32	37.72	-98.61	-85.37	-99.46	26.66	-93.66	-98.91	-35.18	55.94	-98.70
ccsbBroad304_06237	OE	GAA	Glycosidases, glucosidase, alpha; acid			20.00, 20.00	1.18, 0.36	25.07	-89.87	99.66	-44.74	99.37	-40.68	41.25	-27.79	40.74	7.45
ccsbBroad304_04619	OE	GNG8	guanine nucleotide binding protein (G protein), gamma 8			20.00, 20.00	0.84, 0.24	-96.90	-98.58	-43.98	37.66	99.39	-46.28	93.11	99.98	-73.31	-59.59
ccsbBroad304_04780	OE	GPR139	GPCR / Class A : Orphans, G protein-coupled receptor 139			0.00, 0.00	1.57, 0.45	35.56	56.49	-36.82	91.23	83.34	-27.06	-59.99	-92.55	-93.47	-22.06
ccsbBroad304_00709	OE	GUK1	guanylate kinase 1			0.00, 0.00	1.32, 0.38	-32.62	58.92	-12.76	-78.28	-49.57	85.92	-60.71	-27.77	-50.74	-19.58
ccsbBroad304_00738	OE	HINT1	histidine triad nucleotide binding protein 1			0.00, 0.00	0.93, 0.23	90.09	35.82	30.91	-40.55	-79.96	-83.45	29.42	76.02	41.72	13.06
ccsbBroad304_01894	OE	HIST1H2AC	Histones / Replication-dependent, histone cluster 1, H2ac			10.00, 10.00	0.83, 0.22	22.14	-39.52	-97.92	-74.68	48.30	31.75	98.83	48.36	-43.54	-9.91
ccsbBroad304_00752	OE	HMGB3	High-mobility group / Canonical, high mobility group box 3			0.00, 0.00	0.97, 0.17	25.13	-85.64	54.22	-38.24	-57.81	56.30	-99.91	-92.92	77.46	-92.62
ccsbBroad304_00756	OE	HMGCS2	Lanosterol biosynthesis pathway, 3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)			10.00, 10.00	1.14, 0.38	-94.89	-36.75	-24.01	98.24	-32.89	-33.17	35.82	90.75	39.51	-2.64
ccsbBroad304_00781	OE	HPD	Oxidoreductases, 4-hydroxyphenylpyruvate dioxygenase			0.00, 0.00	0.98, 0.33	65.68	-39.32	-34.06	-99.18	-65.91	27.55	27.62	43.50	60.12	-5.23
ccsbBroad304_04613	OE	HSPB9	Heat shock proteins / HSPB, heat shock protein, alpha-crystallin-related, B9			0.00, 0.00	1.55, 0.38	69.72	44.20	84.47	-56.19	77.84	28.12	-38.21	41.75	36.04	39.94
ccsbBroad304_02772	OE	ICMT	isoprenylcysteine carboxyl methyltransferase			10.00, 0.00	1.10, 0.33	55.05	31.99	57.51	95.97	76.46	48.00	-89.50	71.04	-36.17	64.11
ccsbBroad304_00833	OE	IFNG	Interferons, interferon, gamma			10.00, 10.00	4.43, 1.83	-98.86	-89.23	-98.69	-99.58	-99.80	-63.07	-83.31	-91.86	99.96	-99.81
ccsbBroad304_02459	OE	KAT5	Histone acetyltransferases (HATs), K(lysine) acetyltransferase 5			10.00, 10.00	0.93, 0.24	-90.92	-44.41	20.37	-44.16	-99.66	-43.02	99.98	81.06	63.41	15.86
ccsbBroad304_00903	OE	KCNQ1	Voltage-gated potassium channels, potassium voltage-gated channel, KQT-like subfamily, member 1			0.00, 0.00	1.25, 0.38	25.82	-40.35	40.79	87.58	-28.25	28.58	33.47	-81.56	54.10	6.50
ccsbBroad304_05523	OE	KRT26	Intermediate filaments type I, keratins (acidic), keratin 26			0.00, 0.00	0.93, 0.28	45.15	92.41	23.92	-40.19	-75.36	87.28	-49.76	71.07	55.45	55.08
ccsbBroad304_03323	OE	LARS	Aminoacyl tRNA synthetases / Class I, leucyl-tRNA synthetase			0.00, 0.00	1.45, 0.36	-69.01	-99.87	-35.24	-38.92	56.50	-70.17	-95.91	62.13	51.26	-72.94
ccsbBroad304_03934	OE	LEPRE1	leucine proline-enriched proteoglycan (leprecan) 1			10.00, 0.00	1.27, 0.40	58.17	29.28	82.79	-62.97	57.52	-89.87	95.23	34.88	46.39	42.38
ccsbBroad304_00937	OE	LGALS2	Lectins, galactoside-binding, lectin, galactoside-binding, soluble, 2			0.00, 0.00	1.14, 0.35	-10.86	34.75	32.12	-32.80	70.01	94.55	28.55	40.79	86.02	15.81
ccsbBroad304_09445	OE	MRGPRX3	GPCR / Class A : Orphans, MAS-related GPR, member X3			0.00, 0.00	1.00, 0.23	-30.87	-91.60	37.93	-33.33	85.48	36.95	69.82	-68.45	-39.16	-8.54
ccsbBroad304_03175	OE	MRPS16	Mitochondrial ribosomal proteins / small subunits, mitochondrial ribosomal protein S16			0.00, 0.00	1.13, 0.25	33.23	-78.58	21.12	-36.89	-63.12	-40.39	35.01	-56.88	-80.11	-34.80
ccsbBroad304_13991	OE	NCOA3	Histone acetyltransferases, nuclear receptor coactivator 3			10.00, 10.00	1.25, 0.24	65.48	52.95	99.98	90.97	93.04	34.70	53.69	-78.46	-59.40	72.22
ccsbBroad304_01066	OE	NDUFA4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa			20.00, 10.00	1.14, 0.34	-99.12	99.91	95.11	87.37	36.77	45.08	33.78	-39.36	-26.51	70.77
ccsbBroad304_03112	OE	NENF	neudesin neurotrophic factor			0.00, 0.00	0.85, 0.30	-96.94	-49.77	24.01	-95.11	-68.05	50.33	47.91	-56.18	87.09	-44.13
ccsbBroad304_06173	OE	NR2F6	COUP-TF-like receptors, nuclear receptor subfamily 2, group F, member 6			0.00, 0.00	1.07, 0.34	22.70	-51.28	93.19	82.26	-13.51	31.38	-34.83	-84.87	90.55	35.10
ccsbBroad304_00736	OE	NRG1	Immunoglobulin superfamily / I-set domain containing, neuregulin 1			0.00, 0.00	1.28, 0.34	-87.81	-71.74	66.35	-14.06	36.87	90.05	78.80	-26.89	-32.30	16.49
ccsbBroad304_08873	OE	P2RY12	GPCR / Class A : Purinergic receptors, P2Y, purinergic receptor P2Y, G-protein coupled, 12		Purinergic receptors P2Y GOF	0.00, 0.00	1.09, 0.26	-44.41	-41.40	-39.87	-89.36	-47.74	34.53	92.35	-44.01	-99.84	-29.67
ccsbBroad304_03555	OE	PANK4	pantothenate kinase 4			0.00, 0.00	1.60, 0.44	-25.69	-96.99	23.63	-79.64	-99.86	71.30	-40.85	-51.57	-43.91	-63.49
ccsbBroad304_05135	OE	PARP15	poly (ADP-ribose) polymerase family, member 15			10.00, 10.00	1.02, 0.25	-75.10	19.32	99.98	-74.53	57.13	51.89	37.36	-44.64	-53.55	-12.89
ccsbBroad304_03707	OE	PCDHA10	Cadherins / Protocadherins : Clustered, protocadherin alpha 10			0.00, 0.00	1.06, 0.32	44.14	39.15	-52.92	63.11	-75.13	-80.05	67.59	-38.31	84.21	38.21
ccsbBroad304_02741	OE	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)			10.00, 0.00	0.97, 0.23	-97.66	-51.78	-25.24	-69.39	37.82	95.22	70.04	-99.37	-64.80	-47.27
ccsbBroad304_06711	OE	PFAS	phosphoribosylformylglycinamidine synthase			10.00, 10.00	1.16, 0.25	76.99	-36.19	35.11	-49.58	-37.74	-37.87	-41.27	-67.63	98.93	-15.04
ccsbBroad304_09708	OE	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1			0.00, 0.00	1.00, 0.26	32.03	-38.35	-86.54	-54.07	-29.17	-39.81	71.91	75.22	-46.71	-10.49
ccsbBroad304_06745	OE	PNN	pinin, desmosome associated protein			20.00, 10.00	1.09, 0.32	94.54	99.65	-55.40	95.20	74.71	48.65	49.21	-55.00	-54.30	94.21
ccsbBroad304_01276	OE	PRKAB1	AMPK subfamily, protein kinase, AMP-activated, beta 1 non-catalytic subunit			0.00, 0.00	1.14, 0.40	93.81	-30.89	68.06	67.21	-65.93	29.22	-52.66	35.72	-83.98	-13.81
ccsbBroad304_03391	OE	PRKAG3	AMPK subfamily, protein kinase, AMP-activated, gamma 3 non-catalytic subunit			10.00, 10.00	0.64, 0.17	85.70	99.04	64.29	-92.64	-76.25	-39.18	-50.48	-75.65	-88.54	-67.03
ccsbBroad304_06773	OE	PRKAR2B	Protein kinase A, protein kinase, cAMP-dependent, regulatory, type II, beta			0.00, 0.00	1.42, 0.50	-99.98	-48.43	-39.11	NaN	-42.06	-74.44	48.84	-37.70	67.00	-43.35
ccsbBroad304_01281	OE	PRKCA	Delta subfamily, protein kinase C, alpha			10.00, 10.00	1.16, 0.36	87.29	54.42	73.69	99.41	57.85	43.25	-47.58	-68.04	-44.67	66.85
ccsbBroad304_01312	OE	PSMB8	Proteasome (prosome, macropain) subunits, proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)			0.00, 0.00	2.49, 0.86	-20.06	-99.67	-34.04	-99.84	45.71	-89.16	-94.71	-41.51	-56.85	-94.26
ccsbBroad304_07808	OE	RAB11FIP2	RAB11 family interacting protein 2 (class I)			0.00, 0.00	1.39, 0.38	54.28	41.88	-39.48	-33.40	45.10	40.13	-33.79	-32.36	38.93	12.73
ccsbBroad304_01377	OE	RARG	Retinoic acid receptors, retinoic acid receptor, gamma			0.00, 0.00	1.70, 0.31	-26.38	51.02	75.23	-86.88	-98.33	-37.01	87.04	-76.58	-99.95	-97.51
ccsbBroad304_04544	OE	RCCD1	RCC1 domain containing 1			0.00, 0.00	1.02, 0.43	72.59	-47.28	32.75	-25.04	-46.09	-68.00	-98.37	-33.87	-35.14	-18.99
ccsbBroad304_08585	OE	RIOK2	RIO2 subfamily, RIO kinase 2 (yeast)			0.00, 0.00	1.06, 0.36	69.15	55.75	-88.18	-26.11	26.07	87.94	-75.89	43.18	-88.24	-28.73
ccsbBroad304_07976	OE	RNF167	RING-type (C3HC4) zinc fingers, ring finger protein 167			0.00, 0.00	1.08, 0.34	-65.57	-67.67	68.91	43.86	45.26	-62.94	28.82	-95.48	-93.41	-68.23
ccsbBroad304_01418	OE	RPL7	L ribosomal proteins, ribosomal protein L7			0.00, 0.00	0.88, 0.26	16.64	36.80	-32.24	-82.42	-53.21	31.31	-99.85	-41.90	47.19	-20.75
ccsbBroad304_06897	OE	RPS6KB2	p70 subfamily, ribosomal protein S6 kinase, 70kDa, polypeptide 2			0.00, 0.00	1.07, 0.27	77.01	38.06	-65.98	86.21	69.23	44.69	84.78	-29.67	-58.14	67.61
ccsbBroad304_04227	OE	SETD7	Histone methyltransferases (HMTs), SET domain containing (lysine methyltransferase) 7			0.00, 0.00	1.42, 0.33	26.52	-77.13	18.44	-26.11	53.61	30.29	86.61	37.56	31.76	4.86
ccsbBroad304_06934	OE	SFPQ	RNA binding motif (RRM) containing, splicing factor proline/glutamine-rich			0.00, 0.00	1.14, 0.18	55.67	-58.54	-43.23	-58.78	-33.24	-72.91	35.02	-91.83	-97.87	-63.90
ccsbBroad304_01540	OE	SLC2A1	Solute carriers, solute carrier family 2 (facilitated glucose transporter), member 1			0.00, 0.00	0.95, 0.30	-23.03	32.39	-24.13	-76.49	-53.64	-31.29	-67.99	48.81	73.92	-11.61
ccsbBroad304_08386	OE	SMOX	spermine oxidase			0.00, 0.00	0.90, 0.30	66.92	-73.98	-47.71	-58.45	-72.31	37.99	48.86	52.17	44.35	-42.58
ccsbBroad304_04257	OE	SPRY4	sprouty homolog 4 (Drosophila)			10.00, 10.00	0.98, 0.24	98.55	-39.06	-84.49	-86.15	-99.67	21.99	83.66	-52.28	60.30	-54.69
ccsbBroad304_10230	OE	STK19	G11 family, serine/threonine kinase 19			0.00, 0.00	1.25, 0.38	35.41	-26.43	-84.53	-90.54	-55.29	67.44	-32.42	40.34	55.07	-20.97
ccsbBroad304_07204	OE	TAF15	RNA binding motif (RRM) containing, TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa			10.00, 10.00	1.55, 0.36	99.51	71.04	44.88	-52.10	42.44	33.81	84.87	-88.10	52.81	58.78
ccsbBroad304_01650	OE	TCEA1	General transcription factors, transcription elongation factor A (SII), 1			0.00, 0.00	1.14, 0.38	-90.30	25.29	-96.64	57.06	37.13	-54.99	63.58	76.50	45.30	41.51
ccsbBroad304_04086	OE	TCTN1	Tectonic proteins, tectonic family member 1			10.00, 10.00	1.40, 0.39	99.04	60.29	-20.86	-43.13	-89.84	-34.90	-34.63	74.52	46.89	7.31
ccsbBroad304_03594	OE	TNFRSF19	Tumour necrosis factor (TNF) receptor family, tumor necrosis factor receptor superfamily, member 19			0.00, 0.00	1.42, 0.40	-95.13	-71.03	21.96	-31.38	-33.58	-93.80	-30.08	-81.85	33.73	-88.61
ccsbBroad304_07091	OE	TPM1	Tropomyosins, tropomyosin 1 (alpha)			10.00, 10.00	0.80, 0.23	75.42	-93.19	-87.21	-98.27	-99.98	-75.56	70.35	99.98	88.32	-88.12
ccsbBroad304_07101	OE	TSC2	tuberous sclerosis 2			20.00, 20.00	0.92, 0.32	28.96	-99.89	-40.58	-71.74	98.44	-30.62	99.89	56.66	-72.69	-20.08
ccsbBroad304_04728	OE	TWIST2	Basic helix-loop-helix proteins, twist homolog 2 (Drosophila)			20.00, 10.00	3.26, 0.73	78.07	-93.87	99.61	81.39	-37.25	-98.24	-39.13	-99.49	93.26	96.81
ccsbBroad304_05183	OE	TXLNA	taxilin alpha			0.00, 0.00	1.59, 0.32	26.09	59.53	-87.08	48.62	-33.19	31.21	-55.53	-58.77	-96.54	-35.60
ccsbBroad304_11796	OE	ULK3	Unc-51-like kinase (ULK) family, unc-51-like kinase 3 (C. elegans)			20.00, 0.00	1.72, 0.42	10.56	95.38	95.93	74.77	42.06	61.02	30.77	66.09	-99.18	93.43
ccsbBroad304_09993	OE	VN1R4	GPCR / Unclassified : Vomeronasal receptors, type 1, vomeronasal 1 receptor 4			10.00, 10.00	1.10, 0.28	27.70	36.33	-11.07	73.70	26.80	74.93	91.57	-73.68	99.33	40.08
ccsbBroad304_01777	OE	WNT1	Endogenous ligands, wingless-type MMTV integration site family, member 1		Wnt family GOF	0.00, 0.00	1.08, 0.27	68.40	27.53	-23.86	-69.25	80.00	-75.33	-58.19	-83.55	93.38	-35.26
