master_cpd_id	cpd_name	broad_cpd_id	top_test_conc_umol	cpd_status	gene_symbol_of_protein_target	target_or_activity_of_compound	cpd_smiles
660136	vorapaxar	BRD-K93442924	66	clinical	F2R	antagonist of proteinase-activated receptor 1 (PAR1)	CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c2ccc(cn2)-c2cccc(F)c2)C1
660137	Ch-55	BRD-K71487808	66	probe	RARA;RARB;RARG	agonist of retinoid acid receptors	CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O
660145	BRD-A71883111	BRD-A71883111	33	probe	IDH1	putative inhibitor of IDH1 R132H	Fc1cccc(c1)N(C(C(=O)NC1CCCCC1)c1ccccc1Cl)C(=O)Cc1cccs1
660201	necrostatin-7	BRD-K50145167	66	probe	NA	inhibitor of necroptosis	Fc1ccc(cc1)-c1n[nH]cc1C=C1SC(=N)N(C1=O)c1nccs1
660202	PYR-41	BRD-K60750172	66	probe	UBA1	inhibitor of ubiquitin-activating enzyme in cells	CCOC(=O)c1ccc(cc1)N1NC(=O)C(=Cc2ccc(o2)[N+]([O-])=O)C1=O
660206	I-BET151	BRD-K36363294	66	probe	BRD2;BRD3;BRD4	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins	COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C
660207	lomeguatrib	BRD-K27955832	66	clinical	MGMT	inhibitor of methylguanine-DNA methyltransferase	Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1
660208	PF-184	BRD-K11593101	66	probe	IKBKB	inhibitor of IKK-2	C[C@@]1(CO)CN(C[C@]1(C)CO)c1cc(C(=O)Nc2ccc3CCc4c(nn(c4-c3c2)-c2ccc(F)cc2)C(N)=O)c(Cl)cn1
660227	JW-480	BRD-K99655327	66	probe	NCEH1	inhibitor of serine hydrolase enzyme NCEH	CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1
660228	BMS-195614	BRD-K45935533	66	probe	RARA;RARB;RARG	antagonist of retinoic acid receptors	CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
660230	BRD-K35604418	BRD-K35604418	270	probe	MCL1	inhibitor of MCL1	Cc1cs\c(=N/C2CCCCC2)n1\N=C\c1ccc(O)c(O)c1O
660238	SB-743921	BRD-K62358710	33	clinical	KIF11	inhibitor of kinesin 11	CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1
660245	GSK525762A	BRD-K08109215	66	probe	BRD2;BRD3;BRD4	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12
660286	SMER-3	BRD-K92960067	66	probe	CUL1;SKP1	inhibitor of E3-ubiquitin ligase	O=C1c2ccccc2-c2nc3nonc3nc12
660287	NVP-ADW742	BRD-K15179513	66	probe	IGF1R	inhibitor of insulin-like growth factor 1 receptor	Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1
660288	clofarabine	BRD-K34022604	66	FDA	NA	inducer of DNA damage	Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
660304	XL765	BRD-K75308783	66	clinical	MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC	inhibitor of mTOR and PI3K kinase acitivities	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1
660306	AZD1480	BRD-K65928735	66	clinical	JAK1;JAK2	inhibitor of Janus kinases 1 and 2	C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1
660314	ML258	BRD-A82720512	66	probe	BCL2L10	inhibitor of BIM-BCL-B interaction	COc1ccc(CN2c3nnnn3C3C(C2=O)C2(CCCC2)Cc2ccccc32)cc1
660317	SR1001	BRD-K47981327	66	probe	RORA;RORC	synthetic ROR ligand; suppressor of TH17 differentiation	CC(=O)Nc1nc(C)c(s1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F
660318	bardoxolone methyl	BRD-K59437938	66	clinical	NA	electrophilic inducer of the NFE2L2-KEAP1 pathway	COC(=O)[C@@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@H]4CC[C@]3(C)[C@@]1(C)CC2
660319	elocalcitol	BRD-A04287157	66	clinical	VDR	agonist of vitamin D receptor	CCC(O)(CC)\C=C\CC(C)C1=CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](F)C1=C
660321	BMS-270394	BRD-K04905989	66	probe	RARG	antagonist of retinoic acid receptor gamma	CC1(C)CCC(C)(C)c2cc(ccc12)[C@@H](O)C(=O)Nc1ccc(cc1F)C(O)=O
660322	fluvastatin	BRD-A52530402	66	FDA	HMGCR	inhibitor of HMG-CoA reductase	CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)C(c2ccccc12)c1ccc(F)cc1
660325	AZD4547	BRD-K28392481	66	clinical	FGFR1;FGFR2;FGFR3	inhibitor of fibroblast growth factor receptors	COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1
660327	hyperforin	BRD-A30032852	66	clinical	TRPC6	agonist of calcium-permeable ion channels	CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)C(CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O
660331	NVP-231	BRD-A12571627	66	probe	CERK	inhibitor of ceramide kinase	O=C(Nc1nc2ccc(NC(=O)C34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2s1)c1ccccc1
660332	MK-0752	BRD-K18850819	66	clinical	APH1A;NCSTN;PSEN1;PSENEN	inhibitor of gamma-secretase	OC(=O)CC[C@H]1CC[C@@](CC1)(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1
660341	semagacestat	BRD-K65592642	66	clinical	APH1A;NCSTN;PSEN1;PSENEN	inhibitor of gamma-secretase	CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@H]1c2ccccc2CCN(C)C1=O
660342	BRD-A05715709	BRD-A05715709	66	probe	IDH1	putative inhibitor of IDH1 R132H	Cc1ccccc1C(N(C(=O)Cc1ccncc1)c1cccc(F)c1)C(=O)NC1CCCCC1
660346	bosutinib	BRD-K90746395	66	FDA	ABL1;SRC	inhibitor of SRC and ABL1	COc1cc(Nc2cc(nc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl
660358	temsirolimus	BRD-K08177763	66	FDA	MTOR	inhibitor of mTOR	CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO
660363	abiraterone	BRD-K50071428	17	FDA	CYP17A1	inhibitor of 17 alpha-hydroxylase and C17,20 lyase	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1
660364	docetaxel	BRD-A05821830	66	FDA	NA	inhibitor of microtubule assembly	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C
660391	nelarabine	BRD-K84466663	66	FDA	POLA1	deoxyguanosine analog; inhibitor of DNA synthesis	COc1nc(N)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
660397	rigosertib	BRD-K55187425	66	clinical	PIK3CA;PIK3CB;PLK1	inhibitor of polo-like kinase 1; inhibitor of PI3K catalytic subunits alpha and beta	COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
660409	AT7867	BRD-K12040459	66	probe	AKT1;AKT2;AKT3;RPS6KB2	inhibitor of AKT1/2/3 and S6K	Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)-c1cn[nH]c1
660410	PD318088	BRD-A57798112	66	probe	MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2	OCC(O)CONC(=O)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F
660411	KU-60019	BRD-K36016295	66	probe	ATM	inhibitor of ataxia telangiectasia mutated (ATM)	C[C@H]1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)C[C@@H](C)O1
660412	BIRB-796	BRD-K74065929	66	probe	MAPK11;MAPK11;MAPK14	inhibitor of p38 MAPK	Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
660413	KW-2449	BRD-K21718444	66	clinical	AURKA;FLT3	inhibitor of FLT3 and AURKA	O=C(N1CCNCC1)c1ccc(cc1)\C=C\c1n[nH]c2ccccc12
660414	RAF265	BRD-K93123848	66	clinical	BRAF;KDR	ihibitor of VEGFR2 and BRAF	Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12
660421	silmitasertib	BRD-K81458380	66	clinical	CSNK2A1;CSNK2A2	inhibitor of casein kinase 2	OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21
660429	momelotinib	BRD-K87737963	66	clinical	JAK1;JAK2	inhibitor of Janus kinases 1 and 2	O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1
660430	CAL-101	BRD-K60866521	66	clinical	PIK3CD	inhibitor of PI3K catalytic subunit delta	CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
660431	LY-2157299	BRD-K78118466	66	probe	TGFBR1	inhibitor of the transforming growth factor beta type 1 receptor	Cc1cccc(n1)-c1nn2CCCc2c1-c1ccnc2ccc(cc12)C(N)=O
660432	WP1130	BRD-K43644456	66	probe	UCHL5;USP14;USP5;USP9X	inhibitor of the deubiquitinase activity of USP9X, USP5, USP14, and UCH37	CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1
660433	OSI-027	BRD-K87124298	66	clinical	MTOR	inhibitor of mTORC1 and mTORC2	COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12
660434	NVP-BSK805	BRD-K02017404	66	probe	JAK2	inhibitor of Janus kinase 2	Fc1cc(cc(F)c1CN1CCOCC1)-c1cccc2ncc(nc12)-c1cnn(c1)C1CCNCC1
660774	PIK-93	BRD-K29395450	66	probe	PIK3CG	inhibitor of PI3K catalytic subunit gamma	CC(=O)Nc1nc(C)c(s1)-c1ccc(Cl)c(c1)S(=O)(=O)NCCO
660777	AZD7762	BRD-K86525559	66	clinical	CHEK1;CHEK2	inhibitor of checkpoint kinases 1 and 2	NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1
660778	birinapant	BRD-K18589165	66	clinical	DIABLO;XIAP	SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)	CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1cc2c(C[C@@H]3C[C@H](O)CN3C(=O)[C@H](CC)NC(=O)[C@H](C)NC)cc(F)cc2[nH]1
660779	KX2-391	BRD-K29968218	66	clinical	SRC	peptide mimetic; inhibitor of SRC activity in cells	O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1
660796	3-Cl-AHPC	BRD-A09890259	66	probe	NR0B2	binder of nuclear receptor SHP	OC(=O)\C=C\c1ccc(c(Cl)c1)-c1ccc(O)c(c1)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2
660819	KHS101	BRD-K78978711	66	probe	TACC3	binder of TACC3, a component of the centrosome and mitotic spindle	CC(C)CNc1ccnc(NCc2csc(n2)-c2ccccc2)n1
660821	WAY-362450	BRD-K54640016	66	probe	NR1H4	agonist of farnesoid X receptor	CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccccc21)C(=O)c1ccc(F)c(F)c1
660840	cabozantinib	BRD-K51544265	66	FDA	FLT3;KDR;MET;RET	inhibitor of c-MET, VEGFR2/3, and RET	COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC
660890	BRD-M00053801	BRD-M00053801	66	probe	BCL2	inhibitor of BCL2	C[C@H](O)[C@@H]1[C@H](CO)ON(Cc2cccc(CN(CCN(C)C)[C@H](C3CCCCC3)c3ccccc3)c2)[C@@H]1C(=O)N[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C.C[C@H](O)[C@@H]1[C@H](CO)ON(Cc2cccc(CN(CCN(C)C)[C@@H](C3CCCCC3)c3ccccc3)c2)[C@@H]1C(=O)N[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C
660935	KPT185	BRD-K71467466	66	probe	XPO1	inhibitor of exportin 1	COc1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)OC(C)C)n1
660985	pitstop2	BRD-K90570971	66	probe	CLTA;CLTB;CLTC;CLTCL1	inhibitor of clathrin and clathrin-independent endocytosis	Brc1ccc(cc1)\C=C1/SC(NS(=O)(=O)c2cccc3ccccc23)=NC1=O
660993	R428	BRD-K14870255	66	probe	AXL	inhibitor of the tyrosine-protein kinase receptor UFO	Nc1nc(Nc2ccc3CC[C@@H](CCc3c2)N2CCCC2)nn1-c1cc2CCCc3ccccc3-c2nn1
660994	ibrutinib	BRD-K70301465	66	clinical	BTK	inhibitor of Bruton's tyrosine kinase	Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C
661032	sotrastaurin	BRD-K16761703	66	clinical	PRKCB	inhibitor of protein kinase C beta	CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1
661033	A-804598	BRD-K76894955	66	probe	P2RX7	inhibitor of purinergic receptor P2X	C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1
665914	COL-3	BRD-A59431241	66	clinical	NA	analog of tetracycline	NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O
666541	ABT-199	BRD-K62391742	66	clinical	BCL2	inhibitor of BCL2	CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
666716	ETP-46464	BRD-K24556407	66	probe	ATM;ATR	inhibitor of serine/threonine-protein kinase ATR	CC(C)(C#N)c1ccc(cc1)N1C(=O)OCc2cnc3ccc(cc3c12)-c1cnc2ccccc2c1
666910	marinopyrrole A	BRD-K57261999	66	probe	MCL1	natural product; putative inhibitor of MCL1	Oc1ccccc1C(=O)c1[nH]c(Cl)c(Cl)c1-n1c(cc(Cl)c1Cl)C(=O)c1ccccc1O
667933	methylstat	BRD-K52560704	66	probe	KDM3A;KDM4A;KDM4B;KDM4C;KDM4D	inhibitor of lysine specific demethylases	COC(=O)\C=C\C(=O)N(O)CCCCNCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1
668495	BYL-719	BRD-K54997624	66	clinical	PIK3CA	inhibitor of PI3K catalytic subunit alpha	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F
668723	GSK2636771	BRD-K49215523	66	clinical	PIK3CB	inhibitor of PI3K catalytic subunit beta	Cc1nc2c(cc(cc2n1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O
668858	SR8278	BRD-A02904414	66	probe	NR1D1	antagonist of Rev-ErbAalpha	CCOC(=O)C1Cc2ccccc2CN1C(=O)c1ccc(SC)s1
676728	JW-74	BRD-K75664313	66	probe	NA	inhibitor of WNT signaling	COc1ccc(cc1)-n1c(SCc2nc(no2)-c2ccc(C)cc2)nnc1-c1ccncc1
677522	necrosulfonamide	BRD-K64117221	66	probe	NA	inhibitor of downstream signaling of RIP3 associated with MLKL	COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)\C=C\c2ccc(s2)[N+]([O-])=O)cc1
679843	HBX-41108	BRD-K50501969	66	probe	USP7	inhibitor of the deubiquitinase activity of USP7	Clc1ccc-2c(c1)C(=O)c1nc(C#N)c(nc-21)C#N
679844	palmostatin B	BRD-K42137908	66	probe	LYPLA1	inhibitor of acyl-protein thioesterase 1	CCCCCCCCCC[C@H]1[C@H](CCc2ccc(OC)c(OC)c2)OC1=O
682993	JW-55	BRD-K53328210	66	probe	TNKS	inhibitor of tankyrase	COc1ccc(cc1)C1(CNC(=O)c2ccc(NC(=O)c3ccco3)cc2)CCOCC1
687395	BRD-K99006945	BRD-K99006945	66	probe	NA	screening hit	CCN(CC)c1ccc(cc1)C1=NNC(=O)C[C@H]1C
687406	tivantinib	BRD-K33379087	66	clinical	MET	inhibitor of MET; inhibitor of microtubule assembly	O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23
687418	trametinib	BRD-K12343256	66	clinical	MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2	CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O
687577	RO4929097	BRD-K22024824	66	clinical	APH1A;NCSTN;PSEN1;PSENEN	inhibitor of gamma-secretase	CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1c2ccccc2-c2ccccc2NC1=O
687578	dinaciclib	BRD-K13662825	66	clinical	CDK1;CDK2;CDK5;CDK9	inhibitor of cyclin-dependent kinases	CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO
687579	MLN2480	BRD-K43410529	66	clinical	ARAF;BRAF;RAF1	inhibitor of RAF kinases	C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(s1)C(=O)Nc1cc(c(Cl)cn1)C(F)(F)F
687661	BRD-K51831558	BRD-K51831558	66	probe	EZH2	inhibitor of enhancer of zeste polycomb repressive complex 2 subunit	CC(C)n1ncc2c(cc(Br)cc12)C(=O)NCc1c(C)cc(C)[nH]c1=O
687694	istradefylline	BRD-K87774949	33	clinical	ADORA2A	antagonist of the adenosine A2A receptor	CCn1c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2c(=O)n(CC)c1=O
687714	MI-2	BRD-K90860366	66	probe	MEN1	binder of menin; inhibitor of menin-MLL fusion protein	CCCc1cc2c(ncnc2s1)N1CCN(CC1)C1=NCC(C)(C)S1
687715	BRD-K42260513	BRD-K42260513	66	probe	EZH2	inhibitor of enhancer of zeste polycomb repressive complex 2 subunit	CC(C)n1ncc2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O
687720	alvocidib	BRD-K68682020	66	clinical	CDK1;CDK2;CDK4;CDK6	inhibitor of cyclin-dependent kinases	CN1CC[C@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl
687721	CBB-1007	BRD-K84754008	66	probe	KDM1A	inhibitor of lysine-specific demethylase 1A (LSD1)	COC(=O)c1cc(CN2CCN(CC2)C(N)=N)cc(c1)C(=O)N1CCN(CC1)C(=O)c1ccc(cc1)C(N)=N
687735	GSK-J4	BRD-K98203492	66	probe	KDM6A;KDM6B	inhibitor of lysine-specific demethylases	CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1
687769	BRD-A86708339	BRD-A86708339	66	probe	NA	screening hit	Cc1ccc(cc1)C(NC(=O)c1ccccc1)c1ccc2cccnc2c1O
687953	PF-3758309	BRD-K37764012	66	probe	PAK4	inhibitor of serine/threonine p21-activating kinase 4	CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1
687954	dabrafenib	BRD-K09951645	66	clinical	BRAF	inhibitor of BRAF	CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F
688138	SZ4TA2	BRD-K55125219	66	probe	BCL2L1	inhibitor of BCL-xL	CC1(C)CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(NCCSc2ccccc2)c(c1)[N+]([O-])=O
688229	AT13387	BRD-K58435339	66	clinical	HSP90AA1	inhibitor of HSP90	CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
688516	BCL-LZH-4	BRD-A68258842	66	probe	NA	inhibitor of BCL2, BCL-xL, and MCL1	COc1ccc(cc1)C1C(C(=O)Nc2ccccc2)=C(C)N=c2s\c(=C/c3cn(Cc4ccccc4)c4ccccc34)c(=O)n12
688799	skepinone-L	BRD-K83607951	66	probe	MAPK14	inhibitor of p38 MAPK	OC[C@@H](O)COc1ccc2CCc3cc(Nc4ccc(F)cc4F)ccc3C(=O)c2c1
688888	BRD-K34222889	BRD-K34222889	66	probe	NA	analog of the natural product piperlongumine	COc1ccc(cc1)C#CC1=CCCN(C(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)C1=O
688962	PF-4800567 hydrochloride	BRD-K43428468	66	probe	CSNK1D;CSNK1E	inhibitor of casein kinase isoforms delta and epsilon	Nc1ncnc2n(nc(COc3cccc(Cl)c3)c12)C1CCOCC1
688975	avicin D	BRD-A15100685	66	probe	NA	natural product	CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
689506	BRD-K30748066	BRD-K30748066	66	probe	CDK9	inhibitor of CDK9	Cc1c(sc(=O)n1C)-c1ccnc(Nc2ccc(cc2)N2CCNCC2)n1
705300	linsitinib	BRD-K08589866	33	clinical	IGF1R;INSR	inhibitor of insulin-like growth factor 1 receptor and insulin receptor	CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26
710154	AT-406	BRD-K02834582	66	probe	XIAP	SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)	CNC(C)C(=O)NC1CN(CCC2CCC(N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C
